CH_1,label
0.39106145251396646,0
0.4134078212290503,0
0.40782122905027934,0
0.40782122905027934,0
0.5363128491620112,0
0.3743016759776536,0
0.33519553072625696,0
0.34636871508379885,0
0.43575418994413406,0
0.441340782122905,0
0.5977653631284916,0
0.3407821229050279,0
0.41899441340782123,0
0.43575418994413406,0
0.4134078212290503,0
0.4748603351955307,0
0.3743016759776536,0
0.4022346368715084,0
0.3743016759776536,0
0.3854748603351955,0
0.4245810055865922,0
0.4692737430167598,0
0.3016759776536313,0
0.4301675977653631,0
0.441340782122905,0
0.4860335195530726,0
0.5139664804469274,0
0.441340782122905,0
0.49162011173184356,0
0.3575418994413408,0
0.26256983240223464,0
0.4022346368715084,0
0.4748603351955307,0
0.4134078212290503,0
0.4245810055865922,0
0.44692737430167595,0
0.3966480446927374,0
0.4581005586592179,0
0.5083798882681564,0
0.3407821229050279,0
0.34636871508379885,0
0.5027932960893855,0
0.3854748603351955,0
0.33519553072625696,0
0.46368715083798884,0
0.441340782122905,0
0.46368715083798884,0
0.43575418994413406,0
0.4134078212290503,0
0.37988826815642457,0
0.3743016759776536,0
0.3575418994413408,0
0.4972067039106145,0
0.37988826815642457,0
0.4301675977653631,0
0.40782122905027934,0
0.48044692737430167,0
0.3575418994413408,0
0.45251396648044695,0
0.4022346368715084,0
0.43575418994413406,0
0.3687150837988827,0
0.48044692737430167,0
0.4022346368715084,0
0.46368715083798884,0
0.4245810055865922,0
0.4134078212290503,0
0.35195530726256985,0
0.4134078212290503,0
0.4022346368715084,0
0.5195530726256983,0
0.3966480446927374,0
0.4748603351955307,0
0.43575418994413406,0
0.43575418994413406,0
0.3743016759776536,0
0.41899441340782123,0
0.36312849162011174,0
0.4748603351955307,0
0.4972067039106145,0
0.3743016759776536,0
0.4245810055865922,0
0.4245810055865922,0
0.37988826815642457,0
0.4022346368715084,0
0.48044692737430167,0
0.4301675977653631,0
0.3575418994413408,0
0.4245810055865922,0
0.35195530726256985,0
0.3575418994413408,0
0.39106145251396646,0
0.5195530726256983,0
0.40782122905027934,0
0.37988826815642457,0
0.441340782122905,0
0.3966480446927374,0
0.4245810055865922,0
0.43575418994413406,0
0.441340782122905,0
0.33519553072625696,0
0.5865921787709497,0
0.4301675977653631,0
0.4692737430167598,0
0.3128491620111732,0
0.4972067039106145,0
0.3854748603351955,0
0.40782122905027934,0
0.48044692737430167,0
0.5139664804469274,0
0.3743016759776536,0
0.45251396648044695,0
0.4134078212290503,0
0.45251396648044695,0
0.34636871508379885,0
0.37988826815642457,0
0.31843575418994413,0
0.3743016759776536,0
0.4245810055865922,0
0.5027932960893855,0
0.44692737430167595,0
0.3854748603351955,0
0.4748603351955307,0
0.4692737430167598,0
0.39106145251396646,0
0.4134078212290503,0
0.4692737430167598,0
0.553072625698324,0
0.3687150837988827,0
0.3966480446927374,0
0.441340782122905,0
0.4245810055865922,0
0.35195530726256985,0
0.40782122905027934,0
0.33519553072625696,0
0.43575418994413406,0
0.48044692737430167,0
0.41899441340782123,0
0.41899441340782123,0
0.39106145251396646,0
0.39106145251396646,0
0.4972067039106145,0
0.4245810055865922,0
0.34636871508379885,0
0.3687150837988827,0
0.49162011173184356,0
0.36312849162011174,0
0.547486033519553,0
0.4581005586592179,0
0.44692737430167595,0
0.441340782122905,0
0.37988826815642457,0
0.37988826815642457,0
0.4301675977653631,0
0.40782122905027934,0
0.4245810055865922,0
0.39106145251396646,0
0.39106145251396646,0
0.5418994413407822,0
0.4692737430167598,0
0.39106145251396646,0
0.4972067039106145,0
0.4134078212290503,0
0.37988826815642457,0
0.3854748603351955,0
0.39106145251396646,0
0.5418994413407822,0
0.4245810055865922,0
0.35195530726256985,0
0.441340782122905,0
0.4748603351955307,0
0.44692737430167595,0
0.3854748603351955,0
0.45251396648044695,0
0.30726256983240224,0
0.3407821229050279,0
0.36312849162011174,0
0.441340782122905,0
0.4692737430167598,0
0.4692737430167598,0
0.48044692737430167,0
0.4301675977653631,0
0.3743016759776536,0
0.4134078212290503,0
0.39106145251396646,0
0.30726256983240224,0
0.4022346368715084,0
0.46368715083798884,0
0.4134078212290503,0
0.4245810055865922,0
0.4245810055865922,0
0.40782122905027934,0
0.5139664804469274,0
0.35195530726256985,0
0.22905027932960892,0
0.5195530726256983,0
0.41899441340782123,0
0.441340782122905,0
0.48044692737430167,0
0.43575418994413406,0
0.3687150837988827,0
0.4022346368715084,0
0.44692737430167595,0
0.37988826815642457,0
0.4581005586592179,0
0.46368715083798884,0
0.40782122905027934,0
0.41899441340782123,0
0.41899441340782123,0
0.3743016759776536,0
0.45251396648044695,0
0.40782122905027934,0
0.4301675977653631,0
0.41899441340782123,0
0.4301675977653631,0
0.4134078212290503,0
0.4134078212290503,0
0.4245810055865922,0
0.40782122905027934,0
0.4301675977653631,0
0.4134078212290503,0
0.41899441340782123,0
0.4134078212290503,0
0.41899441340782123,0
0.41899441340782123,0
0.4134078212290503,0
0.4134078212290503,0
0.4134078212290503,0
0.4245810055865922,0
0.4301675977653631,0
0.4245810055865922,0
0.4245810055865922,0
0.41899441340782123,0
0.4245810055865922,0
0.4134078212290503,0
0.4134078212290503,0
0.4245810055865922,0
0.4134078212290503,0
0.4134078212290503,0
0.41899441340782123,0
0.41899441340782123,0
0.4134078212290503,0
0.4245810055865922,0
0.40782122905027934,0
0.4245810055865922,0
0.4245810055865922,0
0.41899441340782123,0
0.41899441340782123,0
0.41899441340782123,0
0.4245810055865922,0
0.41899441340782123,0
0.4301675977653631,0
0.4301675977653631,0
0.41899441340782123,0
0.40782122905027934,0
0.4245810055865922,0
0.40782122905027934,0
0.41899441340782123,0
0.41899441340782123,0
0.41899441340782123,0
0.41899441340782123,0
0.4134078212290503,0
0.4301675977653631,0
0.41899441340782123,0
0.4245810055865922,0
0.4245810055865922,0
0.4245810055865922,0
0.4134078212290503,0
0.4245810055865922,0
0.41899441340782123,0
0.41899441340782123,0
0.41899441340782123,0
0.4301675977653631,0
0.41899441340782123,0
0.40782122905027934,0
0.4245810055865922,0
0.4134078212290503,0
0.40782122905027934,0
0.4245810055865922,0
0.4134078212290503,0
0.41899441340782123,0
0.41899441340782123,0
0.4134078212290503,0
0.4134078212290503,0
0.41899441340782123,0
0.4245810055865922,0
0.41899441340782123,0
0.41899441340782123,0
0.41899441340782123,0
0.41899441340782123,0
0.41899441340782123,0
0.4245810055865922,0
0.4245810055865922,0
0.4134078212290503,0
0.41899441340782123,0
0.4134078212290503,0
0.41899441340782123,0
0.4245810055865922,0
0.41899441340782123,0
0.41899441340782123,0
0.41899441340782123,0
0.4134078212290503,0
0.41899441340782123,0
0.4245810055865922,0
0.41899441340782123,0
0.4245810055865922,0
0.41899441340782123,0
0.4245810055865922,0
0.4245810055865922,0
0.4245810055865922,0
0.4301675977653631,0
0.41899441340782123,0
0.41899441340782123,0
0.40782122905027934,0
0.4134078212290503,0
0.4245810055865922,0
0.40782122905027934,0
0.41899441340782123,0
0.4301675977653631,0
0.4134078212290503,0
0.4134078212290503,0
0.41899441340782123,0
0.4134078212290503,0
0.4245810055865922,0
0.41899441340782123,0
0.41899441340782123,0
0.41899441340782123,0
0.41899441340782123,0
0.4245810055865922,0
0.41899441340782123,0
0.4245810055865922,0
0.41899441340782123,0
0.4245810055865922,0
0.41899441340782123,0
0.41899441340782123,0
0.4245810055865922,0
0.41899441340782123,0
0.41899441340782123,0
0.4245810055865922,0
0.41899441340782123,0
0.4301675977653631,0
0.4301675977653631,0
0.4245810055865922,0
0.41899441340782123,0
0.41899441340782123,0
0.41899441340782123,0
0.4245810055865922,0
0.4134078212290503,0
0.4245810055865922,0
0.40782122905027934,0
0.4134078212290503,0
0.4134078212290503,0
0.41899441340782123,0
0.40782122905027934,0
0.4245810055865922,0
0.4134078212290503,0
0.4301675977653631,0
0.41899441340782123,0
0.4245810055865922,0
0.4134078212290503,0
0.45251396648044695,0
0.4134078212290503,0
0.18994413407821228,0
0.40782122905027934,0
0.4134078212290503,0
0.46368715083798884,0
0.4301675977653631,0
0.4245810055865922,0
0.3966480446927374,0
0.02793296089385472,0
0.31843575418994413,0
0.547486033519553,0
0.33519553072625696,0
0.547486033519553,0
0.45251396648044695,0
0.5810055865921788,0
0.48044692737430167,0
0.3240223463687151,0
0.4245810055865922,0
0.441340782122905,0
0.4860335195530726,0
0.37988826815642457,0
0.41899441340782123,0
0.441340782122905,0
0.40782122905027934,0
0.3966480446927374,0
0.329608938547486,0
0.553072625698324,0
0.26256983240223464,0
0.7486033519553073,0
0.005586592178770944,0
0.6815642458100559,0
0.005586592178770944,0
0.3966480446927374,0
0.40782122905027934,0
0.30726256983240224,0
0.5027932960893855,0
0.31843575418994413,0
0.41899441340782123,0
0.5027932960893855,0
0.46368715083798884,0
0.6145251396648045,0
0.6368715083798883,0
0.547486033519553,0
0.4581005586592179,0
0.2960893854748603,0
0.6927374301675977,0
0.4022346368715084,0
0.36312849162011174,0
0.26256983240223464,0
0.48044692737430167,0
0.35195530726256985,0
0.41899441340782123,0
0.45251396648044695,0
0.30726256983240224,0
0.07821229050279327,0
0.3128491620111732,0
0.5642458100558659,0
0.06703910614525138,0
0.3687150837988827,0
0.17877094972067037,0
0.8044692737430168,0
0.5586592178770949,0
0.4692737430167598,0
0.3407821229050279,0
0.5698324022346368,0
0.45251396648044695,0
0.24581005586592178,0
0.48044692737430167,0
0.5027932960893855,0
0.34636871508379885,0
0.18994413407821228,0
0.5027932960893855,0
0.7877094972067039,0
0.43575418994413406,0
0.26256983240223464,0
0.17318435754189943,0
0.5139664804469274,0
0.553072625698324,0
0.2737430167597765,0
0.329608938547486,0
0.5307262569832403,0
0.3128491620111732,0
0.3743016759776536,0
0.25698324022346364,0
0.3854748603351955,0
0.4748603351955307,0
0.4245810055865922,0
0.46368715083798884,0
0.3687150837988827,0
0.40782122905027934,0
0.4022346368715084,0
0.5251396648044693,0
0.3687150837988827,0
0.329608938547486,0
0.45251396648044695,0
0.441340782122905,0
0.4860335195530726,0
0.6312849162011174,0
0.43575418994413406,0
0.329608938547486,0
0.34636871508379885,0
0.4972067039106145,0
0.3128491620111732,0
0.5139664804469274,0
0.3128491620111732,0
0.3966480446927374,0
0.34636871508379885,0
0.2737430167597765,0
0.4692737430167598,0
0.4692737430167598,0
0.6089385474860335,0
0.35195530726256985,0
0.43575418994413406,0
0.2737430167597765,0
0.4301675977653631,0
0.3128491620111732,0
0.3854748603351955,0
0.5195530726256983,0
0.3240223463687151,0
0.2960893854748603,0
0.6033519553072626,0
0.24022346368715083,0
0.441340782122905,0
0.20670391061452512,0
0.5363128491620112,0
0.36312849162011174,0
0.4022346368715084,0
0.44692737430167595,0
0.553072625698324,0
0.24022346368715083,0
0.39106145251396646,0
0.3966480446927374,0
0.43575418994413406,0
0.2905027932960894,0
0.4245810055865922,0
0.5139664804469274,0
0.48044692737430167,0
0.46368715083798884,0
0.5083798882681564,0
0.4245810055865922,0
0.40782122905027934,0
0.5251396648044693,0
0.5083798882681564,0
0.27932960893854747,0
0.46368715083798884,0
0.4581005586592179,0
0.48044692737430167,0
0.5251396648044693,0
0.41899441340782123,0
0.2960893854748603,0
0.2681564245810056,0
0.441340782122905,0
0.37988826815642457,0
0.3407821229050279,0
0.20670391061452512,0
0.41899441340782123,0
0.48044692737430167,0
0.553072625698324,0
0.6089385474860335,0
0.34636871508379885,0
0.36312849162011174,0
0.553072625698324,0
0.5363128491620112,0
0.4748603351955307,0
0.7094972067039107,0
0.24022346368715083,0
0.35195530726256985,0
0.6368715083798883,0
0.22346368715083798,0
0.4972067039106145,0
0.44692737430167595,0
0.2849162011173184,0
0.4022346368715084,0
0.3687150837988827,0
0.5810055865921788,0
0.4748603351955307,0
0.329608938547486,0
0.3966480446927374,0
0.9329608938547486,0
0.3854748603351955,0
0.31843575418994413,0
0.6089385474860335,0
0.15083798882681565,0
0.4692737430167598,0
0.3575418994413408,0
0.20111731843575417,0
0.41899441340782123,0
0.3966480446927374,0
0.4301675977653631,0
0.547486033519553,0
0.43575418994413406,0
0.5418994413407822,0
0.33519553072625696,0
0.39106145251396646,0
0.40782122905027934,0
0.31843575418994413,0
0.2681564245810056,0
0.5083798882681564,0
0.3854748603351955,0
0.6815642458100559,0
0.4581005586592179,0
0.34636871508379885,0
0.3854748603351955,0
0.39106145251396646,0
0.6927374301675977,0
0.2681564245810056,0
0.3687150837988827,0
0.4581005586592179,0
0.3128491620111732,0
0.40782122905027934,0
0.441340782122905,0
0.34636871508379885,0
0.4860335195530726,0
0.5195530726256983,0
0.4581005586592179,0
0.6927374301675977,0
0.21787709497206703,0
0.25698324022346364,0
0.3575418994413408,0
0.5698324022346368,0
0.329608938547486,0
0.5698324022346368,0
0.4022346368715084,0
0.4748603351955307,0
0.4245810055865922,0
0.5307262569832403,0
0.3016759776536313,0
0.3743016759776536,0
0.3240223463687151,0
0.4134078212290503,0
0.6201117318435754,0
0.4134078212290503,0
0.3575418994413408,0
0.40782122905027934,0
0.4301675977653631,0
0.35195530726256985,0
0.5083798882681564,0
0.25698324022346364,0
0.41899441340782123,0
0.46368715083798884,0
0.43575418994413406,0
0.3016759776536313,0
0.3575418994413408,0
0.5251396648044693,0
0.37988826815642457,0
0.4860335195530726,0
0.48044692737430167,0
0.4022346368715084,0
0.37988826815642457,0
0.40782122905027934,0
0.3407821229050279,0
0.3854748603351955,0
0.4748603351955307,0
0.5027932960893855,0
0.441340782122905,0
0.39106145251396646,0
0.4301675977653631,0
0.3966480446927374,0
0.4972067039106145,0
0.3240223463687151,0
0.49162011173184356,0
0.5251396648044693,0
0.2849162011173184,0
0.40782122905027934,0
0.3407821229050279,0
0.3687150837988827,0
0.44692737430167595,0
0.4245810055865922,0
0.45251396648044695,0
0.4134078212290503,0
0.37988826815642457,0
0.3854748603351955,0
0.40782122905027934,0
0.4581005586592179,0
0.4581005586592179,0
0.4022346368715084,0
0.3854748603351955,0
0.36312849162011174,0
0.4692737430167598,0
0.5642458100558659,0
0.3966480446927374,0
0.41899441340782123,0
0.48044692737430167,0
0.26256983240223464,0
0.5251396648044693,0
0.31843575418994413,0
0.41899441340782123,0
0.2905027932960894,0
0.41899441340782123,0
0.4692737430167598,0
0.37988826815642457,0
0.27932960893854747,0
0.4860335195530726,0
0.4022346368715084,0
0.3687150837988827,0
0.4748603351955307,0
0.3966480446927374,0
0.45251396648044695,0
0.4301675977653631,0
0.49162011173184356,0
0.43575418994413406,0
0.2905027932960894,0
0.6033519553072626,0
0.4860335195530726,0
0.5027932960893855,0
0.3128491620111732,0
0.4972067039106145,0
0.41899441340782123,0
0.3966480446927374,0
0.39106145251396646,0
0.44692737430167595,0
0.37988826815642457,0
0.4022346368715084,0
0.3687150837988827,0
0.3240223463687151,0
0.3575418994413408,0
0.3854748603351955,0
0.43575418994413406,0
0.5307262569832403,0
0.4972067039106145,0
0.4301675977653631,0
0.3687150837988827,0
0.3407821229050279,0
0.5027932960893855,0
0.4022346368715084,0
0.40782122905027934,0
0.4301675977653631,0
0.4134078212290503,0
0.3687150837988827,0
0.4581005586592179,0
0.43575418994413406,0
0.44692737430167595,0
0.441340782122905,0
0.4134078212290503,0
0.41899441340782123,0
0.4301675977653631,0
0.4301675977653631,0
0.4022346368715084,0
0.4134078212290503,0
0.3407821229050279,0
0.44692737430167595,0
0.4245810055865922,0
0.441340782122905,0
0.40782122905027934,0
0.4245810055865922,0
0.4301675977653631,0
0.43575418994413406,0
0.43575418994413406,0
0.43575418994413406,0
0.41899441340782123,0
0.4245810055865922,0
0.4134078212290503,0
0.43575418994413406,0
0.40782122905027934,0
0.4245810055865922,0
0.40782122905027934,0
0.40782122905027934,0
0.41899441340782123,0
0.41899441340782123,0
0.4134078212290503,0
0.40782122905027934,0
0.41899441340782123,0
0.4245810055865922,0
0.41899441340782123,0
0.41899441340782123,0
0.4245810055865922,0
0.4301675977653631,0
0.40782122905027934,0
0.4245810055865922,0
0.41899441340782123,0
0.40782122905027934,0
0.4245810055865922,0
0.41899441340782123,0
0.4245810055865922,0
0.41899441340782123,0
0.4134078212290503,0
0.4245810055865922,0
0.4134078212290503,0
0.41899441340782123,0
0.41899441340782123,0
0.4134078212290503,0
0.41899441340782123,0
0.4245810055865922,0
0.4301675977653631,0
0.40782122905027934,0
0.41899441340782123,0
0.4134078212290503,0
0.41899441340782123,0
0.4301675977653631,0
0.4134078212290503,0
0.41899441340782123,0
0.4245810055865922,0
0.4134078212290503,0
0.4301675977653631,0
0.41899441340782123,0
0.41899441340782123,0
0.4245810055865922,0
0.41899441340782123,0
0.4134078212290503,0
0.41899441340782123,0
0.4134078212290503,0
0.41899441340782123,0
0.41899441340782123,0
0.41899441340782123,0
0.41899441340782123,0
0.4134078212290503,0
0.4245810055865922,0
0.4245810055865922,0
0.4134078212290503,0
0.4245810055865922,0
0.4245810055865922,0
0.4301675977653631,0
0.4245810055865922,0
0.4245810055865922,0
0.4301675977653631,0
0.41899441340782123,0
0.4134078212290503,0
0.4245810055865922,0
0.41899441340782123,0
0.41899441340782123,0
0.4134078212290503,0
0.4134078212290503,0
0.4134078212290503,0
0.4245810055865922,0
0.4134078212290503,0
0.4301675977653631,0
0.4134078212290503,0
0.4301675977653631,0
0.41899441340782123,0
0.4134078212290503,0
0.4245810055865922,0
0.41899441340782123,0
0.4245810055865922,0
0.4245810055865922,0
0.40782122905027934,0
0.41899441340782123,0
0.4245810055865922,0
0.4245810055865922,0
0.41899441340782123,0
0.4134078212290503,0
0.41899441340782123,0
0.4022346368715084,0
0.4245810055865922,0
0.4134078212290503,0
0.41899441340782123,0
0.41899441340782123,0
0.41899441340782123,0
0.41899441340782123,0
0.41899441340782123,0
0.4134078212290503,0
0.41899441340782123,0
0.4245810055865922,0
0.4245810055865922,0
0.4245810055865922,0
0.4245810055865922,0
0.41899441340782123,0
0.41899441340782123,0
0.4245810055865922,0
0.4134078212290503,0
0.41899441340782123,0
0.41899441340782123,0
0.41899441340782123,0
0.4245810055865922,0
0.4134078212290503,0
0.4245810055865922,0
0.40782122905027934,0
0.4245810055865922,0
0.4245810055865922,0
0.40782122905027934,0
0.41899441340782123,0
0.41899441340782123,0
0.4134078212290503,0
0.4301675977653631,0
0.41899441340782123,0
0.4134078212290503,0
0.4301675977653631,0
0.4245810055865922,0
0.4245810055865922,0
0.41899441340782123,0
0.41899441340782123,0
0.4245810055865922,0
0.4245810055865922,0
0.41899441340782123,0
0.41899441340782123,0
0.4134078212290503,0
0.41899441340782123,0
0.41899441340782123,0
0.4245810055865922,0
0.41899441340782123,0
0.40782122905027934,0
0.4134078212290503,0
0.41899441340782123,0
0.4134078212290503,0
0.4134078212290503,0
0.41899441340782123,0
0.41899441340782123,0
0.4245810055865922,0
0.4134078212290503,0
0.4245810055865922,0
0.4245810055865922,0
0.40782122905027934,0
0.4581005586592179,0
0.3854748603351955,0
0.44692737430167595,0
0.329608938547486,0
0.46368715083798884,0
0.39106145251396646,0
0.5698324022346368,0
0.4692737430167598,0
0.5083798882681564,0
0.36312849162011174,0
0.3743016759776536,0
0.24022346368715083,0
0.3687150837988827,0
0.4860335195530726,0
0.45251396648044695,0
0.3966480446927374,0
0.46368715083798884,0
0.4692737430167598,0
0.4022346368715084,0
0.4245810055865922,0
0.45251396648044695,0
0.4245810055865922,0
0.5139664804469274,0
0.4134078212290503,0
0.4748603351955307,0
0.3128491620111732,0
0.441340782122905,0
0.5418994413407822,0
0.3407821229050279,0
0.3854748603351955,0
0.5921787709497207,0
0.6368715083798883,0
0.41899441340782123,0
0.44692737430167595,0
0.36312849162011174,0
0.33519553072625696,0
0.40782122905027934,0
0.36312849162011174,0
0.7039106145251397,0
0.09497206703910616,0
0.4972067039106145,0
0.37988826815642457,0
0.5027932960893855,0
0.4581005586592179,0
0.5810055865921788,0
1.0,0
0.6201117318435754,0
0.25139664804469275,0
0.6424581005586593,0
0.4245810055865922,0
0.3128491620111732,0
0.11731843575418993,0
0.5363128491620112,0
0.3743016759776536,0
0.6368715083798883,0
0.18994413407821228,0
0.37988826815642457,0
0.5865921787709497,0
0.3240223463687151,0
0.41899441340782123,0
0.5754189944134078,0
0.3854748603351955,0
0.49162011173184356,0
0.33519553072625696,0
0.441340782122905,0
0.4748603351955307,0
0.3575418994413408,0
0.5363128491620112,0
0.37988826815642457,0
0.40782122905027934,0
0.20111731843575417,0
0.2905027932960894,0
0.5027932960893855,0
0.4022346368715084,0
0.6424581005586593,0
0.48044692737430167,0
0.4972067039106145,0
0.4245810055865922,0
0.43575418994413406,0
0.3407821229050279,0
0.3407821229050279,0
0.4301675977653631,0
0.329608938547486,0
0.21787709497206703,0
0.329608938547486,0
0.46368715083798884,0
0.329608938547486,0
0.34636871508379885,0
0.3407821229050279,0
0.4748603351955307,0
0.4245810055865922,0
0.4301675977653631,0
0.4748603351955307,0
0.3966480446927374,0
0.5586592178770949,0
0.27932960893854747,0
0.4748603351955307,0
0.44692737430167595,0
0.30726256983240224,0
0.5307262569832403,0
0.49162011173184356,0
0.49162011173184356,0
0.40782122905027934,0
0.44692737430167595,0
0.4972067039106145,0
0.6089385474860335,0
0.4301675977653631,0
0.35195530726256985,0
0.33519553072625696,0
0.16759776536312848,0
0.3687150837988827,0
0.5251396648044693,0
0.553072625698324,0
0.34636871508379885,0
0.5251396648044693,0
0.4022346368715084,0
0.3407821229050279,0
0.25139664804469275,0
0.43575418994413406,0
0.6815642458100559,0
0.4860335195530726,0
0.36312849162011174,0
0.46368715083798884,0
0.44692737430167595,0
0.4581005586592179,0
0.3016759776536313,0
0.25698324022346364,0
0.6089385474860335,0
0.34636871508379885,0
0.40782122905027934,0
0.43575418994413406,0
0.3687150837988827,0
0.37988826815642457,0
0.3743016759776536,0
0.35195530726256985,0
0.39106145251396646,0
0.24581005586592178,0
0.3687150837988827,0
0.5251396648044693,0
0.5810055865921788,0
0.4692737430167598,0
0.5195530726256983,0
0.4134078212290503,0
0.6871508379888268,0
0.4301675977653631,0
0.4692737430167598,0
0.46368715083798884,0
0.05027932960893855,0
0.7094972067039107,0
0.2960893854748603,0
0.24022346368715083,0
0.30726256983240224,0
